 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R,RObs
2008-11-11  0: 0: 0,     0.007,     1.081,     1.332,     1.112,   218.673,     0.834,     0.528,     1.177,     0.000,     0.000,    47.200,   169.000
2008-11-12  0: 0: 0,     0.053,     1.154,     1.423,     1.176,   217.529,     0.830,     0.512,     1.099,     0.001,     0.002,    39.670,   162.000
2008-11-13  0: 0: 0,     0.001,     1.001,     1.234,     1.023,   216.506,     0.826,     0.497,     1.035,     0.000,     0.000,    33.653,   155.000
2008-11-14  0: 0: 0,     0.026,     1.133,     1.397,     1.133,   215.374,     0.822,     0.483,     0.981,     0.000,     0.000,    29.092,   149.000
2008-11-15  0: 0: 0,     0.214,     0.796,     0.981,     0.766,   214.743,     0.819,     0.471,     0.941,     0.005,     0.009,    25.495,   143.000
2008-11-16  0: 0: 0,     0.209,     0.607,     0.748,     0.507,   214.298,     0.818,     0.458,     0.902,     0.002,     0.002,    22.615,   139.000
2008-11-17  0: 0: 0,     1.927,     0.342,     0.422,     0.357,   215.496,     0.822,     0.464,     0.989,     0.120,     0.215,    25.572,   138.000
2008-11-18  0: 0: 0,     0.012,     0.901,     1.111,     0.903,   214.593,     0.819,     0.453,     0.950,     0.000,     0.000,    28.299,   138.000
2008-11-19  0: 0: 0,     0.000,     0.887,     1.093,     0.896,   213.697,     0.815,     0.442,     0.906,     0.000,     0.000,    28.118,   136.000
2008-11-20  0: 0: 0,     0.055,     0.972,     1.199,     0.933,   212.767,     0.812,     0.431,     0.860,     0.000,     0.000,    26.904,   134.000
2008-11-21  0: 0: 0,     0.044,     0.927,     1.143,     0.920,   211.876,     0.808,     0.422,     0.815,     0.001,     0.002,    24.676,   132.000
2008-11-22  0: 0: 0,     0.110,     0.549,     0.677,     0.529,   211.415,     0.807,     0.413,     0.773,     0.002,     0.003,    22.181,   130.000
2008-11-23  0: 0: 0,     0.003,     0.841,     1.037,     0.835,   210.580,     0.803,     0.404,     0.733,     0.000,     0.000,    19.214,   128.000
2008-11-24  0: 0: 0,     0.001,     0.983,     1.212,     0.973,   209.607,     0.800,     0.395,     0.698,     0.000,     0.000,    16.531,   127.000
2008-11-25  0: 0: 0,     0.005,     0.931,     1.148,     0.914,   208.693,     0.796,     0.387,     0.667,     0.000,     0.000,    14.291,   125.000
2008-11-26  0: 0: 0,     0.132,     0.850,     1.048,     0.758,   207.966,     0.793,     0.380,     0.640,     0.001,     0.001,    12.488,   124.000
2008-11-27  0: 0: 0,     0.026,     0.759,     0.935,     0.722,   207.243,     0.791,     0.372,     0.615,     0.000,     0.000,    11.049,   122.000
2008-11-28  0: 0: 0,     0.008,     0.855,     1.054,     0.827,   206.416,     0.788,     0.366,     0.592,     0.000,     0.000,     9.890,   121.000
2008-11-29  0: 0: 0,     0.005,     0.834,     1.028,     0.806,   205.610,     0.784,     0.359,     0.571,     0.000,     0.000,     8.940,   120.000
2008-11-30  0: 0: 0,     0.022,     0.897,     1.106,     0.864,   204.759,     0.781,     0.353,     0.551,     0.001,     0.001,     8.140,   118.000
2008-12- 1  0: 0: 0,     0.024,     0.891,     1.099,     0.851,   203.920,     0.778,     0.347,     0.533,     0.000,     0.001,     7.450,   117.000
2008-12- 2  0: 0: 0,     0.002,     0.947,     1.167,     0.907,   203.013,     0.775,     0.341,     0.514,     0.000,     0.000,     6.876,   116.000
2008-12- 3  0: 0: 0,     0.007,     0.632,     0.779,     0.598,   202.415,     0.772,     0.335,     0.497,     0.000,     0.000,     6.368,   114.000
2008-12- 4  0: 0: 0,     0.020,     0.378,     0.466,     0.352,   202.072,     0.771,     0.330,     0.480,     0.000,     0.001,     6.010,   113.000
2008-12- 5  0: 0: 0,     0.011,     0.596,     0.734,     0.558,   201.515,     0.769,     0.325,     0.463,     0.000,     0.000,     5.500,   112.000
2008-12- 6  0: 0: 0,     0.004,     0.692,     0.853,     0.653,   200.862,     0.766,     0.320,     0.447,     0.000,     0.000,     5.049,   112.000
2008-12- 7  0: 0: 0,     0.005,     0.656,     0.808,     0.616,   200.246,     0.764,     0.315,     0.431,     0.000,     0.000,     4.650,   114.000
2008-12- 8  0: 0: 0,     0.005,     0.839,     1.035,     0.786,   199.460,     0.761,     0.310,     0.416,     0.000,     0.000,     4.294,   118.000
2008-12- 9  0: 0: 0,     0.039,     0.882,     1.087,     0.821,   198.664,     0.758,     0.306,     0.402,     0.001,     0.002,     3.973,   123.000
2008-12-10  0: 0: 0,     0.007,     0.641,     0.790,     0.594,   198.070,     0.756,     0.301,     0.388,     0.000,     0.000,     3.683,   128.000
2008-12-11  0: 0: 0,     0.003,     0.732,     0.903,     0.681,   197.389,     0.753,     0.297,     0.374,     0.000,     0.000,     3.421,   126.000
2008-12-12  0: 0: 0,     0.000,     0.776,     0.957,     0.721,   196.668,     0.750,     0.292,     0.361,     0.000,     0.000,     3.181,   120.000
2008-12-13  0: 0: 0,     0.000,     0.479,     0.591,     0.444,   196.225,     0.749,     0.288,     0.348,     0.000,     0.000,     2.960,   117.000
2008-12-14  0: 0: 0,     0.000,     0.673,     0.829,     0.621,   195.604,     0.746,     0.284,     0.335,     0.000,     0.000,     2.757,   117.000
2008-12-15  0: 0: 0,     0.004,     0.756,     0.932,     0.692,   194.911,     0.744,     0.280,     0.322,     0.000,     0.000,     2.571,   125.000
2008-12-16  0: 0: 0,     0.005,     0.797,     0.983,     0.728,   194.185,     0.741,     0.276,     0.310,     0.000,     0.000,     2.400,   129.000
2008-12-17  0: 0: 0,     0.000,     0.737,     0.908,     0.673,   193.512,     0.738,     0.272,     0.298,     0.000,     0.000,     2.243,   129.000
2008-12-18  0: 0: 0,     0.006,     0.740,     0.912,     0.668,   192.844,     0.736,     0.268,     0.287,     0.000,     0.000,     2.100,   127.000
2008-12-19  0: 0: 0,     0.000,     0.781,     0.963,     0.709,   192.135,     0.733,     0.265,     0.276,     0.000,     0.000,     1.967,   122.000
2008-12-20  0: 0: 0,     0.115,     0.503,     0.621,     0.446,   191.766,     0.732,     0.262,     0.267,     0.003,     0.004,     2.354,   117.000
2008-12-21  0: 0: 0,     0.191,     0.196,     0.241,     0.178,   191.743,     0.732,     0.259,     0.263,     0.010,     0.013,     2.915,   112.000
2008-12-22  0: 0: 0,     0.079,     0.469,     0.578,     0.387,   191.378,     0.730,     0.256,     0.252,     0.001,     0.001,     2.792,   106.000
2008-12-23  0: 0: 0,     0.060,     0.602,     0.742,     0.538,   190.882,     0.728,     0.252,     0.242,     0.002,     0.002,     2.396,   103.000
2008-12-24  0: 0: 0,     0.019,     0.670,     0.826,     0.589,   190.293,     0.726,     0.248,     0.231,     0.000,     0.000,     2.045,   101.000
2008-12-25  0: 0: 0,     0.000,     0.716,     0.883,     0.641,   189.652,     0.724,     0.245,     0.220,     0.000,     0.000,     1.786,   104.000
2008-12-26  0: 0: 0,     0.022,     0.431,     0.531,     0.380,   189.283,     0.722,     0.241,     0.210,     0.000,     0.000,     1.594,   114.000
2008-12-27  0: 0: 0,     0.176,     0.701,     0.864,     0.573,   188.789,     0.720,     0.238,     0.202,     0.002,     0.003,     1.764,   123.000
2008-12-28  0: 0: 0,     0.000,     0.467,     0.576,     0.415,   188.374,     0.719,     0.234,     0.192,     0.000,     0.000,     1.522,   123.000
2008-12-29  0: 0: 0,     0.013,     0.664,     0.819,     0.579,   187.795,     0.716,     0.231,     0.184,     0.000,     0.000,     1.364,   119.000
2008-12-30  0: 0: 0,     0.000,     0.573,     0.707,     0.506,   187.289,     0.715,     0.228,     0.175,     0.000,     0.000,     1.244,   112.000
2008-12-31  0: 0: 0,     0.065,     0.635,     0.783,     0.529,   186.777,     0.713,     0.224,     0.168,     0.000,     0.001,     1.147,   103.000
2009- 1- 1  0: 0: 0,     0.024,     0.601,     0.741,     0.510,   186.267,     0.711,     0.221,     0.160,     0.000,     0.000,     1.070,    94.300
2009- 1- 2  0: 0: 0,     0.011,     0.673,     0.830,     0.582,   185.685,     0.708,     0.218,     0.153,     0.000,     0.000,     1.033,    97.900
2009- 1- 3  0: 0: 0,     0.007,     0.415,     0.511,     0.357,   185.328,     0.707,     0.214,     0.146,     0.000,     0.000,     0.983,   102.000
2009- 1- 4  0: 0: 0,     0.007,     0.608,     0.749,     0.524,   184.804,     0.705,     0.211,     0.140,     0.000,     0.000,     0.925,    99.300
2009- 1- 5  0: 0: 0,     0.386,     0.659,     0.813,     0.499,   184.511,     0.704,     0.209,     0.137,     0.006,     0.007,     1.371,    94.900
2009- 1- 6  0: 0: 0,     0.439,     0.429,     0.528,     0.367,   184.472,     0.704,     0.207,     0.140,     0.013,     0.016,     1.644,    89.900
2009- 1- 7  0: 0: 0,     0.407,     0.558,     0.687,     0.498,   184.304,     0.703,     0.207,     0.144,     0.016,     0.020,     2.318,    84.100
2009- 1- 8  0: 0: 0,     0.267,     0.656,     0.809,     0.531,   183.939,     0.702,     0.205,     0.142,     0.008,     0.011,     2.437,    78.700
2009- 1- 9  0: 0: 0,     0.213,     0.618,     0.762,     0.483,   183.560,     0.700,     0.202,     0.135,     0.003,     0.003,     3.006,    73.200
2009- 1-10  0: 0: 0,     0.030,     0.721,     0.889,     0.610,   182.959,     0.698,     0.198,     0.126,     0.000,     0.000,     3.053,    67.800
2009- 1-11  0: 0: 0,     0.027,     0.676,     0.833,     0.575,   182.396,     0.696,     0.195,     0.117,     0.000,     0.000,     2.778,    62.400
2009- 1-12  0: 0: 0,     0.065,     0.626,     0.772,     0.511,   181.905,     0.694,     0.192,     0.109,     0.000,     0.000,     2.398,    57.700
2009- 1-13  0: 0: 0,     0.082,     0.721,     0.889,     0.598,   181.349,     0.692,     0.189,     0.102,     0.002,     0.002,     2.029,    53.500
2009- 1-14  0: 0: 0,     0.096,     0.717,     0.885,     0.567,   180.802,     0.690,     0.186,     0.095,     0.000,     0.000,     1.719,    50.700
2009- 1-15  0: 0: 0,     0.005,     0.827,     1.019,     0.700,   180.102,     0.687,     0.182,     0.089,     0.000,     0.000,     1.476,    49.900
2009- 1-16  0: 0: 0,     0.003,     0.698,     0.861,     0.589,   179.513,     0.685,     0.179,     0.084,     0.000,     0.000,     1.294,    51.700
2009- 1-17  0: 0: 0,     0.000,     0.577,     0.712,     0.487,   179.026,     0.683,     0.176,     0.079,     0.000,     0.000,     1.154,    64.600
2009- 1-18  0: 0: 0,     0.006,     0.926,     1.141,     0.776,   178.250,     0.680,     0.173,     0.074,     0.000,     0.000,     1.043,    71.200
2009- 1-19  0: 0: 0,     0.020,     0.324,     0.400,     0.269,   177.993,     0.679,     0.170,     0.070,     0.000,     0.000,     0.953,    72.100
2009- 1-20  0: 0: 0,     0.892,     0.448,     0.552,     0.409,   178.310,     0.680,     0.173,     0.093,     0.038,     0.047,     1.304,    71.500
2009- 1-21  0: 0: 0,     0.048,     0.940,     1.159,     0.759,   177.554,     0.677,     0.170,     0.089,     0.000,     0.000,     1.565,    69.100
2009- 1-22  0: 0: 0,     0.050,     0.902,     1.112,     0.720,   176.834,     0.675,     0.167,     0.084,     0.000,     0.000,     2.381,    66.200
2009- 1-23  0: 0: 0,     1.168,     0.596,     0.735,     0.523,   177.251,     0.676,     0.171,     0.113,     0.053,     0.062,     2.999,    62.800
2009- 1-24  0: 0: 0,     0.559,     0.746,     0.920,     0.606,   177.063,     0.676,     0.172,     0.122,     0.024,     0.029,     4.036,    59.700
2009- 1-25  0: 0: 0,     0.036,     0.890,     1.097,     0.717,   176.346,     0.673,     0.168,     0.111,     0.000,     0.000,     4.293,    59.200
2009- 1-26  0: 0: 0,     0.027,     0.870,     1.073,     0.704,   175.642,     0.670,     0.165,     0.098,     0.000,     0.000,     4.170,    60.300
2009- 1-27  0: 0: 0,     0.000,     0.987,     1.216,     0.815,   174.827,     0.667,     0.162,     0.084,     0.000,     0.000,     3.866,    62.800
2009- 1-28  0: 0: 0,     0.010,     1.066,     1.314,     0.870,   173.957,     0.664,     0.158,     0.073,     0.000,     0.000,     3.430,    69.300
2009- 1-29  0: 0: 0,     0.005,     0.790,     0.974,     0.643,   173.314,     0.661,     0.155,     0.063,     0.000,     0.000,     2.940,    77.500
2009- 1-30  0: 0: 0,     0.001,     1.011,     1.247,     0.824,   172.490,     0.658,     0.152,     0.055,     0.000,     0.000,     2.475,    77.900
2009- 1-31  0: 0: 0,     0.000,     0.900,     1.110,     0.731,   171.760,     0.655,     0.148,     0.049,     0.000,     0.000,     2.078,    77.200
2009- 2- 1  0: 0: 0,     0.117,     1.042,     1.284,     0.777,   170.996,     0.652,     0.145,     0.045,     0.000,     0.000,     1.762,    75.800
2009- 2- 2  0: 0: 0,     0.182,     0.888,     1.095,     0.714,   170.420,     0.650,     0.143,     0.046,     0.006,     0.007,     1.540,    73.600
2009- 2- 3  0: 0: 0,     0.451,     0.990,     1.221,     0.731,   169.949,     0.648,     0.141,     0.049,     0.009,     0.010,     1.503,    72.100
2009- 2- 4  0: 0: 0,     0.009,     1.108,     1.366,     0.880,   169.069,     0.645,     0.138,     0.047,     0.000,     0.000,     1.653,    71.400
2009- 2- 5  0: 0: 0,     0.000,     1.027,     1.266,     0.817,   168.253,     0.642,     0.135,     0.044,     0.000,     0.000,     1.619,    70.400
2009- 2- 6  0: 0: 0,     0.011,     0.616,     0.759,     0.480,   167.773,     0.640,     0.132,     0.040,     0.000,     0.000,     1.480,    70.100
2009- 2- 7  0: 0: 0,     0.743,     0.521,     0.642,     0.438,   167.936,     0.641,     0.134,     0.057,     0.034,     0.035,     1.321,    70.800
2009- 2- 8  0: 0: 0,     1.013,     0.420,     0.518,     0.416,   168.391,     0.642,     0.139,     0.083,     0.047,     0.049,     2.686,    70.500
2009- 2- 9  0: 0: 0,     0.001,     1.358,     1.674,     1.076,   167.315,     0.638,     0.135,     0.077,     0.000,     0.000,     3.770,    66.000
2009- 2-10  0: 0: 0,     0.001,     1.460,     1.800,     1.148,   166.167,     0.634,     0.132,     0.071,     0.000,     0.000,     5.255,    60.200
2009- 2-11  0: 0: 0,     0.032,     1.582,     1.951,     1.217,   164.950,     0.629,     0.129,     0.062,     0.000,     0.000,     5.677,    61.800
2009- 2-12  0: 0: 0,     0.459,     1.884,     2.323,     1.389,   163.795,     0.625,     0.127,     0.057,     0.007,     0.006,     5.272,    63.900
2009- 2-13  0: 0: 0,     1.238,     0.875,     1.078,     0.733,   164.005,     0.626,     0.129,     0.070,     0.034,     0.036,     5.655,    64.400
2009- 2-14  0: 0: 0,     0.329,     0.708,     0.872,     0.480,   163.683,     0.624,     0.127,     0.064,     0.004,     0.005,     4.443,    62.700
2009- 2-15  0: 0: 0,     2.088,     0.567,     0.699,     0.528,   164.896,     0.629,     0.139,     0.120,     0.109,     0.110,     8.601,    59.600
2009- 2-16  0: 0: 0,     0.385,     0.463,     0.571,     0.378,   164.817,     0.629,     0.137,     0.109,     0.011,     0.012,     7.354,    55.900
2009- 2-17  0: 0: 0,     0.633,     0.548,     0.675,     0.377,   164.853,     0.629,     0.136,     0.108,     0.020,     0.023,     9.230,    51.200
2009- 2-18  0: 0: 0,     0.872,     0.454,     0.559,     0.364,   165.182,     0.630,     0.138,     0.122,     0.044,     0.050,    11.482,    45.900
2009- 2-19  0: 0: 0,     0.254,     0.523,     0.645,     0.407,   164.965,     0.629,     0.135,     0.111,     0.009,     0.010,    12.151,    40.900
2009- 2-20  0: 0: 0,     0.027,     1.399,     1.725,     1.068,   163.897,     0.625,     0.131,     0.095,     0.000,     0.000,    12.543,    39.000
2009- 2-21  0: 0: 0,     0.076,     1.610,     1.985,     1.234,   162.714,     0.621,     0.127,     0.079,     0.002,     0.002,    11.892,    41.800
2009- 2-22  0: 0: 0,     0.924,     0.758,     0.935,     0.541,   162.820,     0.621,     0.128,     0.085,     0.035,     0.036,    10.732,    45.700
2009- 2-23  0: 0: 0,     0.947,     0.594,     0.733,     0.496,   163.048,     0.622,     0.128,     0.090,     0.029,     0.030,     9.512,    49.200
2009- 2-24  0: 0: 0,     4.996,     0.538,     0.664,     0.606,   166.739,     0.636,     0.170,     0.271,     0.315,     0.335,    11.550,    52.100
2009- 2-25  0: 0: 0,     3.576,     0.553,     0.681,     0.558,   169.196,     0.646,     0.196,     0.411,     0.220,     0.270,    18.559,    53.400
2009- 2-26  0: 0: 0,     0.742,     0.424,     0.523,     0.331,   169.441,     0.646,     0.196,     0.408,     0.040,     0.059,    24.641,    53.600
2009- 2-27  0: 0: 0,     0.467,     0.697,     0.859,     0.478,   169.218,     0.646,     0.190,     0.366,     0.011,     0.012,    32.783,    53.600
2009- 2-28  0: 0: 0,     0.166,     1.130,     1.393,     0.834,   168.432,     0.643,     0.183,     0.302,     0.001,     0.001,    33.705,    80.600
2009- 3- 1  0: 0: 0,     0.984,     1.230,     1.516,     0.885,   168.140,     0.641,     0.177,     0.250,     0.016,     0.021,    29.968,    89.800
2009- 3- 2  0: 0: 0,     2.873,     0.550,     0.677,     0.655,   170.007,     0.649,     0.193,     0.295,     0.159,     0.171,    28.997,    89.400
2009- 3- 3  0: 0: 0,     0.017,     0.679,     0.837,     0.530,   169.477,     0.647,     0.185,     0.247,     0.000,     0.000,    24.477,    91.700
2009- 3- 4  0: 0: 0,     0.740,     1.344,     1.657,     0.743,   168.913,     0.644,     0.178,     0.214,     0.005,     0.006,    22.144,    90.200
2009- 3- 5  0: 0: 0,     0.038,     1.600,     1.973,     1.244,   167.669,     0.640,     0.170,     0.182,     0.000,     0.000,    19.842,    87.700
2009- 3- 6  0: 0: 0,     0.028,     1.597,     1.969,     1.242,   166.427,     0.635,     0.162,     0.155,     0.000,     0.000,    17.379,    86.100
2009- 3- 7  0: 0: 0,     0.018,     1.750,     2.158,     1.359,   165.068,     0.630,     0.155,     0.133,     0.000,     0.000,    14.999,    84.300
2009- 3- 8  0: 0: 0,     0.071,     1.218,     1.502,     0.928,   164.181,     0.626,     0.148,     0.117,     0.001,     0.002,    12.898,    83.500
2009- 3- 9  0: 0: 0,     0.002,     2.041,     2.517,     1.575,   162.606,     0.620,     0.141,     0.105,     0.000,     0.000,    11.159,    84.100
2009- 3-10  0: 0: 0,     0.004,     1.588,     1.958,     1.213,   161.393,     0.616,     0.135,     0.096,     0.000,     0.000,     9.840,    82.900
2009- 3-11  0: 0: 0,     4.447,     1.490,     1.837,     1.543,   163.693,     0.625,     0.160,     0.216,     0.210,     0.220,     8.749,    85.500
2009- 3-12  0: 0: 0,     3.872,     0.535,     0.660,     0.654,   166.429,     0.635,     0.188,     0.352,     0.233,     0.245,    14.265,    85.400
2009- 3-13  0: 0: 0,     0.011,     1.604,     1.977,     1.249,   165.179,     0.630,     0.181,     0.335,     0.000,     0.000,    17.973,    79.200
2009- 3-14  0: 0: 0,     0.032,     2.012,     2.481,     1.544,   163.635,     0.624,     0.173,     0.307,     0.000,     0.000,    22.167,    73.800
2009- 3-15  0: 0: 0,     0.001,     1.910,     2.354,     1.470,   162.165,     0.619,     0.166,     0.268,     0.000,     0.000,    22.763,    73.500
2009- 3-16  0: 0: 0,     0.012,     1.908,     2.353,     1.451,   160.714,     0.613,     0.159,     0.227,     0.000,     0.000,    20.817,    74.000
2009- 3-17  0: 0: 0,     0.010,     2.216,     2.732,     1.671,   159.043,     0.607,     0.152,     0.191,     0.000,     0.000,    17.879,    75.400
2009- 3-18  0: 0: 0,     0.013,     2.478,     3.055,     1.843,   157.200,     0.600,     0.146,     0.163,     0.000,     0.000,    14.938,    78.300
2009- 3-19  0: 0: 0,     0.033,     2.258,     2.784,     1.656,   155.552,     0.593,     0.139,     0.143,     0.000,     0.000,    12.431,    80.900
2009- 3-20  0: 0: 0,    15.569,     1.873,     2.309,     2.090,   166.952,     0.637,     0.274,     0.670,     0.969,     0.948,    29.461,    85.600
2009- 3-21  0: 0: 0,     2.431,     0.922,     1.137,     0.750,   168.240,     0.642,     0.283,     0.718,     0.155,     0.161,    52.112,    94.300
2009- 3-22  0: 0: 0,     1.247,     2.407,     2.968,     1.745,   167.151,     0.638,     0.268,     0.620,     0.014,     0.013,    65.641,    94.500
2009- 3-23  0: 0: 0,     3.763,     1.051,     1.296,     1.130,   169.262,     0.646,     0.279,     0.611,     0.185,     0.204,    66.405,    93.000
2009- 3-24  0: 0: 0,     0.002,     1.814,     2.237,     1.446,   167.816,     0.640,     0.262,     0.495,     0.000,     0.000,    62.625,    93.000
2009- 3-25  0: 0: 0,     0.021,     2.263,     2.791,     1.774,   166.042,     0.633,     0.246,     0.389,     0.000,     0.000,    54.835,    92.900
2009- 3-26  0: 0: 0,     6.708,     2.470,     3.046,     2.659,   169.221,     0.646,     0.273,     0.478,     0.291,     0.305,    56.639,    92.400
2009- 3-27  0: 0: 0,     2.012,     0.699,     0.861,     0.711,   170.243,     0.650,     0.271,     0.465,     0.099,     0.114,    52.622,    91.400
2009- 3-28  0: 0: 0,     2.101,     0.920,     1.135,     0.841,   171.103,     0.653,     0.267,     0.448,     0.085,     0.101,    46.903,    89.100
2009- 3-29  0: 0: 0,     0.000,     2.268,     2.796,     1.824,   169.279,     0.646,     0.251,     0.385,     0.000,     0.000,    45.546,    85.500
2009- 3-30  0: 0: 0,     0.071,     1.382,     1.704,     1.053,   168.227,     0.642,     0.235,     0.326,     0.000,     0.000,    42.795,    84.000
2009- 3-31  0: 0: 0,     0.208,     0.870,     1.072,     0.685,   167.675,     0.640,     0.222,     0.275,     0.005,     0.005,    37.984,    82.400
2009- 4- 1  0: 0: 0,     0.047,     2.046,     2.523,     1.586,   166.090,     0.634,     0.208,     0.232,     0.000,     0.000,    32.590,    77.500
2009- 4- 2  0: 0: 0,     1.681,     0.794,     0.979,     0.593,   166.765,     0.636,     0.207,     0.240,     0.075,     0.072,    27.644,    68.300
2009- 4- 3  0: 0: 0,     1.834,     1.710,     2.108,     1.098,   166.683,     0.636,     0.199,     0.235,     0.028,     0.031,    24.223,    58.300
2009- 4- 4  0: 0: 0,     3.072,     0.976,     1.204,     0.968,   168.358,     0.642,     0.211,     0.321,     0.163,     0.183,    22.510,    57.500
2009- 4- 5  0: 0: 0,     0.027,     2.405,     2.966,     1.887,   166.471,     0.635,     0.200,     0.306,     0.000,     0.000,    25.542,    59.300
2009- 4- 6  0: 0: 0,     0.014,     2.680,     3.304,     2.088,   164.383,     0.627,     0.189,     0.280,     0.000,     0.000,    26.780,    59.600
2009- 4- 7  0: 0: 0,     0.015,     2.366,     2.916,     1.819,   162.564,     0.620,     0.179,     0.248,     0.000,     0.000,    25.798,    59.100
2009- 4- 8  0: 0: 0,     0.003,     2.874,     3.544,     2.196,   160.368,     0.612,     0.169,     0.217,     0.000,     0.000,    23.358,    57.800
2009- 4- 9  0: 0: 0,     0.017,     2.906,     3.583,     2.182,   158.186,     0.604,     0.160,     0.191,     0.000,     0.000,    20.405,    54.600
2009- 4-10  0: 0: 0,     0.135,     2.651,     3.268,     1.896,   156.289,     0.596,     0.152,     0.170,     0.000,     0.000,    17.569,    42.200
2009- 4-11  0: 0: 0,     0.013,     1.880,     2.318,     1.378,   154.912,     0.591,     0.144,     0.155,     0.000,     0.000,    15.128,    31.700
2009- 4-12  0: 0: 0,     8.323,     2.462,     3.035,     2.010,   159.762,     0.610,     0.206,     0.451,     0.481,     0.536,    16.765,    31.500
2009- 4-13  0: 0: 0,     0.032,     2.791,     3.440,     2.076,   157.690,     0.602,     0.198,     0.443,     0.000,     0.000,    34.349,    32.400
2009- 4-14  0: 0: 0,     0.020,     3.141,     3.872,     2.317,   155.373,     0.593,     0.189,     0.415,     0.000,     0.000,    52.471,    33.200
2009- 4-15  0: 0: 0,     1.950,     2.680,     3.304,     1.978,   154.744,     0.590,     0.188,     0.385,     0.050,     0.053,    55.390,    34.000
2009- 4-16  0: 0: 0,     0.126,     1.764,     2.175,     1.252,   153.529,     0.586,     0.179,     0.319,     0.000,     0.000,    49.136,    34.800
2009- 4-17  0: 0: 0,     0.010,     2.375,     2.928,     1.711,   151.818,     0.579,     0.170,     0.264,     0.000,     0.000,    41.973,    36.000
2009- 4-18  0: 0: 0,    23.475,     2.266,     2.794,     2.778,   169.527,     0.647,     0.379,     1.064,     1.497,     1.476,    41.097,    37.300
2009- 4-19  0: 0: 0,    37.132,     0.731,     0.902,     0.902,   199.783,     0.762,     0.748,     2.938,     2.622,     3.353,    84.483,    42.100
2009- 4-20  0: 0: 0,     0.025,     2.706,     3.337,     2.540,   197.243,     0.753,     0.720,     2.797,     0.000,     0.000,   137.053,    51.200
2009- 4-21  0: 0: 0,     0.145,     2.655,     3.273,     2.348,   194.895,     0.744,     0.689,     2.503,     0.000,     0.000,   176.694,    58.300
2009- 4-22  0: 0: 0,     0.435,     2.696,     3.324,     2.278,   192.750,     0.735,     0.657,     2.104,     0.003,     0.004,   182.789,    75.200
2009- 4-23  0: 0: 0,    12.217,     0.880,     1.085,     0.996,   201.874,     0.770,     0.741,     2.389,     0.814,     1.226,   203.631,   174.000
2009- 4-24  0: 0: 0,     0.272,     1.616,     1.992,     1.387,   200.554,     0.765,     0.701,     1.976,     0.001,     0.001,   198.784,   238.000
2009- 4-25  0: 0: 0,     0.068,     2.995,     3.692,     2.777,   197.777,     0.755,     0.661,     1.602,     0.000,     0.000,   191.866,   227.000
2009- 4-26  0: 0: 0,     0.073,     3.139,     3.870,     2.863,   194.914,     0.744,     0.622,     1.269,     0.000,     0.000,   169.326,   194.000
2009- 4-27  0: 0: 0,     0.009,     3.042,     3.750,     2.779,   192.134,     0.733,     0.583,     1.001,     0.000,     0.000,   140.681,   195.000
2009- 4-28  0: 0: 0,     0.012,     2.732,     3.368,     2.451,   189.684,     0.724,     0.547,     0.804,     0.000,     0.000,   113.854,   162.000
2009- 4-29  0: 0: 0,     0.022,     2.561,     3.158,     2.258,   187.426,     0.715,     0.512,     0.667,     0.000,     0.000,    92.106,   131.000
2009- 4-30  0: 0: 0,     0.017,     2.298,     2.833,     2.005,   185.421,     0.707,     0.479,     0.577,     0.000,     0.000,    75.719,   112.000
2009- 5- 1  0: 0: 0,    16.570,     1.304,     1.607,     1.561,   197.771,     0.755,     0.606,     1.396,     1.085,     1.538,   103.051,   103.000
2009- 5- 2  0: 0: 0,     0.029,     2.679,     3.302,     2.460,   195.311,     0.745,     0.568,     1.312,     0.000,     0.000,   131.670,   103.000
2009- 5- 3  0: 0: 0,     0.004,     3.266,     4.027,     2.992,   192.318,     0.734,     0.532,     1.165,     0.000,     0.000,   138.795,   101.000
2009- 5- 4  0: 0: 0,     0.026,     3.298,     4.066,     2.959,   189.359,     0.722,     0.498,     0.995,     0.000,     0.000,   129.254,    98.000
2009- 5- 5  0: 0: 0,     0.022,     2.467,     3.041,     2.187,   187.172,     0.714,     0.466,     0.838,     0.000,     0.000,   112.099,    94.800
2009- 5- 6  0: 0: 0,     0.004,     3.322,     4.096,     2.916,   184.256,     0.703,     0.436,     0.710,     0.000,     0.000,    93.825,    91.500
2009- 5- 7  0: 0: 0,     0.018,     3.470,     4.278,     2.989,   181.267,     0.692,     0.409,     0.614,     0.000,     0.000,    77.671,    88.500
2009- 5- 8  0: 0: 0,     0.002,     3.411,     4.205,     2.901,   178.366,     0.680,     0.383,     0.545,     0.000,     0.000,    64.637,    85.900
2009- 5- 9  0: 0: 0,     0.023,     3.396,     4.187,     2.838,   175.528,     0.670,     0.359,     0.497,     0.000,     0.000,    54.571,    83.700
2009- 5-10  0: 0: 0,     1.520,     2.474,     3.050,     1.994,   174.511,     0.666,     0.341,     0.478,     0.024,     0.024,    46.896,    82.300
2009- 5-11  0: 0: 0,     2.920,     2.088,     2.575,     1.779,   174.913,     0.667,     0.332,     0.506,     0.080,     0.090,    42.200,    82.000
2009- 5-12  0: 0: 0,     0.090,     2.358,     2.907,     1.863,   173.050,     0.660,     0.313,     0.487,     0.000,     0.000,    41.767,    81.200
